logged_at_parsed,contract_ticker,logged_at,decision_time,close_ts,spot,strike,offset_pct,p_market,p_market_source,p_yes_model,z_score,vol_60m,vol_60m_model,vol_implied_kalshi,vol_ratio,spread,vol_eff,structure_bias,confirmation_bias,confirmation_score,no_score,obi_score,obi_raw,obi_exchanges,vpin_score,vpin_raw,funding_bias,avg_funding_rate,vol_score,vwap_score,vwap_signal,vwap_total,vwap_stretch_score,vwap_distance_pct,bearish_rejection,bullish_rejection,ema_stretch_score,stoch_bias,stoch_k,stoch_d,stoch_crossover_active,ema_stack_bias,ema_alignment,z_shift,direction_strength,raw_edge,net_edge,decision,side,neutral_gate,pure_edge_gate,contracts_scanned,tau_minutes,gate_blocked,kelly_fraction,bet_fraction,bet_amount,bankroll,resolved_yes,would_win,would_pnl,composite_trend,composite_rev,composite_p_up,chg_30m,chg_10m,chg_5m,sharp_move_active,stoch_flipped,cmf_raw,cmf_score,stoch_k_4h,p_up_v2,bp_5m,bp_1h,chg_1h,chg_2h,chg_3h,body_15m,dir_15m,p_gbdt,smc_4h,smc_1h,choch_1h,choch_4h,supply_pct,demand_pct,in_supply_zone,in_demand_zone,squeeze_1h,kc_pct_1h,kc_bo_1h,adx_1h,rvol_1h,pm_drift_5m,hour_utc,liq_score,liq_bias,ls_long_pct,oi_chg_pct,cvd_4h,cg_futures_delta_4h,cg_futures_ratio_4h,cg_futures_cvd_12h,cg_spot_cb_ratio_4h,cg_liq_ratio_4h,cg_liq_total_4h,hl_ls_ratio,hl_squeeze_idx,hl_liq_ratio_4h,all_liq_ratio_1h,all_liq_ratio_4h,max_pain_nearest,max_pain_dist_pct,opt_pc_ratio,arima_forecast_1h,markov_regime_daily,markov_regime_7state,ob_imbalance,ob_path_ask_usd,ob_path_bid_usd,ob_ask_frac,ob_bid_wall_pct,ob_ask_wall_pct,hmm_vol_state,hmm_r1_prob,hmm_vol_k10,hmm_time_in_state,ou_z_score,ou_halflife_min,ou_tau_drift,hs_pattern_type,hs_bars_since_break,hs_r2,hs_neck_slope,hs_head_height,hs_head_width,flag_signal,flag_bull_bars_ago,flag_bear_bars_ago,flag_bull_tip_y,flag_bear_tip_y,flag_bull_pole_pct,flag_bear_pole_pct,pip_last_slope,pip_up_frac,pip_n_turns,v_hawk,hawk_vol_regime,pc1_rsi,ou_theta,hurst_exponent,autocorr1_15,autocorr1_30,kalman_velocity,kalman_residual,hmm_ms_state,hmm_ms_prob,hmm_of_state,hmm_of_prob,hmm_vd_state,hmm_vd_prob,hmm_pnl_state,hmm_ps_state,hmm_gd_state,hmm_zdrift_state,spot_at_expiry,price_move_pct,miss_pct,loss_margin_pct,loss_category,p_up_v3,pup_v3_hmm_state,eth_p_up_v1,agree,p_sol,be,would_win_bf,would_pnl_bf,yw,macro_bull,macro_sideways,macro_bear,garch_ratio,macd_hist_1h_recon,donch_1h_recon,kc_pct_1h_recon,kc_bo_1h_recon,kalman_velocity_recon,kalman_residual_recon,arima_forecast_recon,bp_1h_recon,stoch_k_4h_recon,hmm_ms_state_recon,hmm_vd_state_recon,hmm_of_state_recon
2026-04-02 19:32:52+00:00,KXSOLD-26APR0216-T78.9999,2026-04-02 19:32:52,2026-04-02 19:28,2026-04-02T20:00:00Z,78.8,79.0,0.2537,0.5,real,0.284589,0.5693,0.00085492,0.00085492,,,,0.00085492,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,26.4,,,,bearish,,,0.215411,0.18616,trade,no,False,False,77.0,27.1,,0.430823,0.05,50.0,1000.0,False,True,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.4918291130089187,0.5,True,50.0,2026-W14,5.856779874414339e-78,1.0,5.2934209731612e-42,1.1321932818558404,0.15483004687692747,0.4467213114754087,0.49830083136165887,0,-0.00037546830969954336,-0.0007670287138725966,-0.00023871733632746962,0.5370370370370302,13.56275303643725,1,2,
2026-04-02 20:19:02+00:00,KXSOLD-26APR0217-T78.9999,2026-04-02 20:19:02,2026-04-02 20:10,2026-04-02T21:00:00Z,79.12,79.0,-0.1549,0.745,real,0.655954,-0.4014,0.00076098,0.00076098,0.00036787,2.0686,,0.00060374,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,47.17,,,,bearish,,,0.089046,0.058248,trade,no,False,False,38.0,40.94,,0.119525,0.05,50.0,1000.0,True,False,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.4819605050290281,0.255,False,-50.0,2026-W14,6.786954944813765e-50,1.0,1.5473655629995048e-23,1.0470859831980592,0.1785921166678286,0.5206073752711479,0.5742145809107893,0,0.00048662225206251466,0.0013132327719998955,-0.000638728576008257,0.8367346938775285,0.0,1,2,
2026-04-02 22:26:02+00:00,KXSOLD-26APR0219-T78.9999,2026-04-02 22:26:02,2026-04-02 22:25,2026-04-02T23:00:00Z,78.84,79.0,0.206,0.505,real,0.191677,0.8717,0.00040524,0.00040524,,,,0.00040524,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,69.49,,,,bearish,,,0.313323,0.287477,trade,no,False,False,37.0,33.93,,0.620441,0.05,50.0,1000.0,True,False,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.4962760833614819,0.495,False,-50.0,2026-W14,6.07632823857601e-31,0.999999999999261,7.575794696240989e-13,0.9723256773835522,0.17722940525257003,0.7658862876254167,0.5415502454831801,0,0.0005096538697818322,0.0025623544593460787,-0.0007627695298570548,0.5,0.0,1,2,
2026-04-02 23:01:56+00:00,KXSOLD-26APR0220-T78.9999,2026-04-02 23:01:56,2026-04-02 22:57,2026-04-03T00:00:00Z,78.97,79.0,0.0347,0.51,real,0.454852,0.1134,0.00040147,0.00040147,,,,0.00040147,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,61.22,,,,bearish,,,0.055148,0.02279,trade,no,False,False,37.0,58.05,,0.108132,0.05,50.0,1000.0,False,True,52.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.4978250110679372,0.49,True,52.04,2026-W14,5.3183268837903165e-34,1.0,2.486371509318766e-14,0.9487380859543084,0.16822868230453825,0.698996655518397,0.4494448473642148,0,-0.0004395686852924556,-0.0014534817333066818,-2.3929690813414726e-06,0.20000000000004547,0.0,1,2,
2026-04-03 00:22:13+00:00,KXSOLD-26APR0221-T79.9999,2026-04-03 00:22:13,2026-04-03 00:22,2026-04-03T01:00:00Z,79.18,80.0,1.0387,0.44,real,0.361522,0.3544,0.00048256,0.00048256,0.01113819,0.0433,,0.00474481,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,73.68,,,,bearish,,,0.078478,0.04732,trade,no,False,False,38.0,37.76,,0.178358,0.05,50.0,1000.0,False,True,39.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.4963779570709073,0.56,True,39.29,2026-W14,5.7252742858445824e-36,1.0,3.3227797304607575e-15,0.9224446773207761,0.17913632537603774,0.7959866220735784,0.5906705660824247,0,0.0008264816362631749,0.00192900772201819,-0.0007920670036403663,0.7419354838709752,11.870503597122235,1,2,
2026-04-03 01:13:03+00:00,KXSOLD-26APR0222-T79.9999,2026-04-03 01:13:03,2026-04-03 01:04,2026-04-03T02:00:00Z,79.24,80.0,0.9558,0.44,real,0.361831,0.3536,0.0004137,0.0004137,0.0091981,0.045,,0.00392746,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,-1.0,86.79,,,,bearish,,,0.078169,0.047006,trade,no,False,False,32.0,46.93,,0.177657,0.05,50.0,1000.0,False,True,39.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.4942800866847481,0.56,True,39.29,2026-W14,1.7939227368312414e-10,0.9910502156303268,0.008949784190306348,0.9175306951149067,0.18173946243094297,0.7892976588628774,0.5654873756049313,0,0.00013774651541043428,-0.0010485549498441427,-7.817253630742203e-05,0.03636363636362932,11.870503597122235,1,7,
2026-04-03 02:26:59+00:00,KXSOLD-26APR0223-T79.9999,2026-04-03 02:26:59,2026-04-03 02:18,2026-04-03T03:00:00Z,79.29,80.0,0.8921,0.44,real,0.368835,0.3349,0.00086627,0.00086627,0.01024488,0.0846,,0.00461771,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,64.71,,,,bearish,,,0.071165,0.039869,trade,no,False,False,32.0,32.98,,0.161739,0.05,50.0,1000.0,False,True,39.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.4817992437313825,0.56,True,39.29,2026-W14,8.767469113125493e-10,0.9921503050244002,0.00784969409882764,0.8943305128609673,0.18657673694917776,0.8260869565217401,0.6067974622654192,0,0.00024909109465127326,0.00016869274736529966,-0.0007358582477354011,0.5098039215686324,11.870503597122235,1,7,
2026-04-03 03:07:10+00:00,KXSOLD-26APR0300-T79.9999,2026-04-03 03:07:10,2026-04-03 03:00,2026-04-03T04:00:00Z,79.31,80.0,0.8667,0.445,real,0.382555,0.2988,0.00090028,0.00090028,0.00858735,0.1048,,0.00397511,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.0,40.0,,,,bearish,,,0.062445,0.03091,trade,no,False,False,38.0,52.8,,0.140325,0.05,50.0,1000.0,False,True,40.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.4957040059450649,0.5549999999999999,True,40.09,2026-W14,1.1255836522042871e-09,0.9861975750316901,0.013802423842752983,0.8822672072511423,0.17293220298175538,0.7591973244147157,0.4918397434219469,0,-0.0007403900856473536,-0.0014688419698087097,-3.92004474677918e-05,0.0,11.870503597122235,1,7,
2026-04-03 06:49:25+00:00,KXSOLD-26APR0303-T79.9999,2026-04-03 06:49:25,2026-04-03 06:47,2026-04-03T07:00:00Z,79.59,80.0,0.5182,0.44,real,0.365084,0.3449,0.00066267,0.00082383,0.0105417,0.0629,,0.00461428,-1.0,-1.0,0.0,1.0,0.0,0.0152,2.0,-1.0,1.0,0.0,2.792e-05,0.0,0.0,0.0,0.0,-1.0,0.2973,False,False,-1.0,-1.0,94.2,77.67,False,1.0,bearish,0.0,0.0,0.074916,0.04369,trade,no,False,False,43.0,10.55,,0.170263,0.05,50.0,1000.0,False,True,39.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.458436496894314,0.56,True,39.29,2026-W14,9.960923840945855e-09,0.9735206127114316,0.02647937732763267,0.8706802849273083,0.18553901816698515,0.9397993311036813,0.7393529107658842,0,0.0008678880824880276,0.0014494979690890752,-0.0006580488747413638,0.8478260869565345,11.151079136690468,1,7,
2026-04-03 08:18:00+00:00,KXSOLD-26APR0305-T80.9999,2026-04-03 08:18:00,2026-04-03 08:11,2026-04-03T09:00:00Z,80.0,81.0,1.2562,0.2,real,0.09203,1.3284,0.00089137,0.00059533,0.00228966,0.3893,,0.00145068,0.0,-1.0,0.0,1.0,0.0,-0.0505,2.0,0.0,0.3578,0.0,-3.015e-05,0.0,0.0,0.0,-1.0,-2.0,0.6969,False,False,-1.0,-1.0,89.69,91.33,True,1.0,bearish,0.0,0.0,0.10797,0.08712,trade,no,False,False,43.0,41.97,,0.539848,0.05,50.0,1000.0,False,True,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.4979936165212689,0.8,True,12.5,2026-W14,4.81219225892293e-07,0.6827902912407772,0.31720922754001896,0.8993315964908697,0.20685327164817713,0.903323262839877,0.7260693064173989,0,-0.0006915902587559461,-0.0024908930449761483,-0.0003612605400241319,0.21951219512195375,9.53237410071944,1,7,
2026-04-03 09:02:19+00:00,KXSOLD-26APR0306-T79.9999,2026-04-03 09:02:19,2026-04-03 08:53,2026-04-03T10:00:00Z,79.8,80.0,0.2536,0.29,real,0.245999,0.6871,0.00040729,0.00034793,0.00060287,0.6756,,0.00048552,0.0,-1.0,0.0,1.0,-1.0,-0.135,2.0,0.0,0.4414,0.0,-2.31e-06,0.0,0.0,0.0,0.0,-1.0,0.4184,False,False,0.0,0.0,64.04,62.63,False,1.0,bearish,0.0,0.0,0.044001,0.016018,trade,no,False,False,41.0,57.66,,0.151729,0.05,50.0,1000.0,False,True,20.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.4834355844200158,0.71,True,20.42,2026-W14,3.2912556810362287e-06,0.2919261453451522,0.7080705633991571,0.8881157308887139,0.20910782949739898,0.943548387096774,0.8074936663679682,0,-0.00010969431906585254,0.0008512848470041533,-0.0004147957524184175,1.0,9.53237410071944,1,5,
